Date,State,City,Age,Gender,Place of Death,Cause,#
2020-04-20,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-04-21,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-04-21,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-04-21,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2020-04-21,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,3
2020-04-21,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2020-04-21,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-05-02,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-05-02,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2020-05-02,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-05-02,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2019-05-15,MT,Cuiaba,10 - 19,F,OUTROS,OUTRAS,1
2019-05-15,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-05-15,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-05-15,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-05-15,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-05-15,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2020-05-15,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2020-05-15,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-04-18,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,3
2019-04-18,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2019-04-18,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-04-18,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-04-18,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2020-04-18,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,1
2020-04-18,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-04-24,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-04-24,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,2
2019-04-24,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,3
2020-04-24,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2019-04-24,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,3
2020-04-24,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,1
2019-05-04,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-05-04,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2020-05-04,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-05-04,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-05-04,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-05-04,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-05-04,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-05-04,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,2
2020-05-04,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-05-18,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-05-18,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-05-18,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2019-05-18,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-05-18,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2019-05-18,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,3
2020-05-18,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-05-18,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2020-05-18,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-05-27,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-05-27,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,2
2019-05-27,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-05-27,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2020-05-27,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2020-05-27,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-05-27,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-06-02,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2019-06-02,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-06-02,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-06-02,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,3
2019-06-02,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
